Pair ID,FRUS_ID,Cables_ID,FRUS Link,Cables Link,SUBJECT,OTHER,COSINE,VERIFIED MATCH,TF_IDF_SCORE,PAIR_IN_OLD_MATCHES,Notes,Initial
3890,frus1977-80v21d189,1979SECTO04116,history-lab.org/documents/frus1977-80v21d189,history-lab.org/documents/1979SECTO04116,,Yes,,,,No,,
3891,frus1969-76ve11p1d146,1976SANJO03532,history-lab.org/documents/frus1969-76ve11p1d146,history-lab.org/documents/1976SANJO03532,,Yes,,,,No,,
3892,frus1977-80v03d55,1977TOKYO14287,history-lab.org/documents/frus1977-80v03d55,history-lab.org/documents/1977TOKYO14287,,Yes,,,,No,,
3893,frus1977-80v16d351,1979STATE018587,history-lab.org/documents/frus1977-80v16d351,history-lab.org/documents/1979STATE018587,,Yes,,,,No,,
3894,frus1977-80v18d193,1979JIDDA04245,history-lab.org/documents/frus1977-80v18d193,history-lab.org/documents/1979JIDDA04245,,Yes,,,,No,,
3895,frus1977-80v06d106,1978MOSCOW11713,history-lab.org/documents/frus1977-80v06d106,history-lab.org/documents/1978MOSCOW11713,,Yes,,,,No,,
3896,frus1969-76ve09p1d48,1976STATE004568,history-lab.org/documents/frus1969-76ve09p1d48,history-lab.org/documents/1976STATE004568,,Yes,,,,No,,
3897,frus1969-76ve11p1d357,1976SANTO04737,history-lab.org/documents/frus1969-76ve11p1d357,history-lab.org/documents/1976SANTO04737,,Yes,,,,No,,
3898,frus1977-80v29d81,1977STATE190656,history-lab.org/documents/frus1977-80v29d81,history-lab.org/documents/1977STATE190656,,Yes,,,,No,,
3899,frus1969-76v37d122,1977OECDP12097,history-lab.org/documents/frus1969-76v37d122,history-lab.org/documents/1977OECDP12097,,Yes,,,,No,,
3900,frus1969-76ve11p1d36,1975MANAGU04056,history-lab.org/documents/frus1969-76ve11p1d36,history-lab.org/documents/1975MANAGU04056,,Yes,,,,No,,
3901,frus1977-80v16d302,1977STATE200246,history-lab.org/documents/frus1977-80v16d302,history-lab.org/documents/1977STATE200246,,Yes,,,,No,,
3902,frus1977-80v26d90,1978GENEVA13849,history-lab.org/documents/frus1977-80v26d90,history-lab.org/documents/1978GENEVA13849,,Yes,,,,No,,
3903,frus1977-80v26d48,1979VIENNA04406,history-lab.org/documents/frus1977-80v26d48,history-lab.org/documents/1979VIENNA04406,,Yes,,,,No,,
3904,frus1977-80v16d181,1977STATE297008,history-lab.org/documents/frus1977-80v16d181,history-lab.org/documents/1977STATE297008,,Yes,,,,No,,
3905,frus1969-76ve14p1d35,1976STATE048322,history-lab.org/documents/frus1969-76ve14p1d35,history-lab.org/documents/1976STATE048322,,Yes,,,,No,,
3906,frus1969-76ve11p1d196,1975STATE146420,history-lab.org/documents/frus1969-76ve11p1d196,history-lab.org/documents/1975STATE146420,,Yes,,,,No,,
3907,frus1977-80v26d199,1978GENEVA07606,history-lab.org/documents/frus1977-80v26d199,history-lab.org/documents/1978GENEVA07606,,Yes,,,,No,,
3908,frus1977-80v16d177,1977STATE289263,history-lab.org/documents/frus1977-80v16d177,history-lab.org/documents/1977STATE289263,,Yes,,,,No,,
3909,frus1969-76ve09p1d84,1976RABAT01377,history-lab.org/documents/frus1969-76ve09p1d84,history-lab.org/documents/1976RABAT01377,,Yes,,,,No,,
3910,frus1977-80v06d43,1977STATE197920,history-lab.org/documents/frus1977-80v06d43,history-lab.org/documents/1977STATE197920,,Yes,,,,No,,
3911,frus1969-76ve11p1d251,1975MANAGU01169,history-lab.org/documents/frus1969-76ve11p1d251,history-lab.org/documents/1975MANAGU01169,,Yes,,,,No,,
3912,frus1977-80v29d28,1977PANAMA01982,history-lab.org/documents/frus1977-80v29d28,history-lab.org/documents/1977PANAMA01982,,Yes,,,,No,,
3913,frus1977-80v08d89,1977SECTO08155,history-lab.org/documents/frus1977-80v08d89,history-lab.org/documents/1977SECTO08155,,Yes,,,,No,,
3914,frus1969-76v37d244,1979PARIS36138,history-lab.org/documents/frus1969-76v37d244,history-lab.org/documents/1979PARIS36138,,Yes,,,,No,,
3915,frus1977-80v29d158,1978STATE072014,history-lab.org/documents/frus1977-80v29d158,history-lab.org/documents/1978STATE072014,,Yes,,,,No,,
3916,frus1977-80v13d45,1977STATE197432,history-lab.org/documents/frus1977-80v13d45,history-lab.org/documents/1977STATE197432,,Yes,,,,No,,
3917,frus1977-80v08d200,1978SECTO01045,history-lab.org/documents/frus1977-80v08d200,history-lab.org/documents/1978SECTO01045,,Yes,,,,No,,
3918,frus1977-80v13d114,1978TAIPEI03352,history-lab.org/documents/frus1977-80v13d114,history-lab.org/documents/1978TAIPEI03352,,Yes,,,,No,,
3919,frus1977-80v18d286,1979SANA06180,history-lab.org/documents/frus1977-80v18d286,history-lab.org/documents/1979SANA06180,,Yes,,,,No,,
3920,frus1977-80v29d173,1978STATE122135,history-lab.org/documents/frus1977-80v29d173,history-lab.org/documents/1978STATE122135,,Yes,,,,No,,
3921,frus1977-80v18d203,1979STATE302568,history-lab.org/documents/frus1977-80v18d203,history-lab.org/documents/1979STATE302568,,Yes,,,,No,,
3922,frus1977-80v13d177,1978STATE321321,history-lab.org/documents/frus1977-80v13d177,history-lab.org/documents/1978STATE321321,,Yes,,,,No,,
3923,frus1977-80v29d238,1979STATE202619,history-lab.org/documents/frus1977-80v29d238,history-lab.org/documents/1979STATE202619,,Yes,,,,No,,
3924,frus1977-80v26d84,1978STATE112315,history-lab.org/documents/frus1977-80v26d84,history-lab.org/documents/1978STATE112315,,Yes,,,,No,,
3925,frus1977-80v08d33,1978STATE080363,history-lab.org/documents/frus1977-80v08d33,history-lab.org/documents/1978STATE080363,,Yes,,,,No,,
3926,frus1969-76ve11p1d371,1974STATE263802,history-lab.org/documents/frus1969-76ve11p1d371,history-lab.org/documents/1974STATE263802,,Yes,,,,No,,
3927,frus1977-80v13d187,1979STATE001526,history-lab.org/documents/frus1977-80v13d187,history-lab.org/documents/1979STATE001526,,Yes,,,,No,,
3928,frus1977-80v02d182,1979GENEVA02571,history-lab.org/documents/frus1977-80v02d182,history-lab.org/documents/1979GENEVA02571,,Yes,,,,No,,
3929,frus1977-80v26d271,1978STATE080363,history-lab.org/documents/frus1977-80v26d271,history-lab.org/documents/1978STATE080363,,Yes,,,,No,,
3930,frus1969-76ve11p1d167,1973GUATEM02568,history-lab.org/documents/frus1969-76ve11p1d167,history-lab.org/documents/1973GUATEM02568,,Yes,,,,No,,
3931,frus1969-76ve11p1d136,1975SANJO04728,history-lab.org/documents/frus1969-76ve11p1d136,history-lab.org/documents/1975SANJO04728,,Yes,,,,No,,
3932,frus1969-76v37d86,1975STATE248607,history-lab.org/documents/frus1969-76v37d86,history-lab.org/documents/1975STATE248607,,Yes,,,,No,,
3933,frus1977-80v26d241,1979GENEVA19619,history-lab.org/documents/frus1977-80v26d241,history-lab.org/documents/1979GENEVA19619,,Yes,,,,No,,
3934,frus1969-76ve11p2d85,1973STATE095947,history-lab.org/documents/frus1969-76ve11p2d85,history-lab.org/documents/1973STATE095947,,Yes,,,,No,,
3935,frus1969-76v26d226,1975SECTO10175,history-lab.org/documents/frus1969-76v26d226,history-lab.org/documents/1975SECTO10175,,Yes,,,,No,,
3936,frus1977-80v06d239,1979STATE323556,history-lab.org/documents/frus1977-80v06d239,history-lab.org/documents/1979STATE323556,,Yes,,,,No,,
3937,frus1969-76ve09p1d91,1975STATE113002,history-lab.org/documents/frus1969-76ve09p1d91,history-lab.org/documents/1975STATE113002,,Yes,,,,No,,
3938,frus1977-80v06d179,1979STATE054819,history-lab.org/documents/frus1977-80v06d179,history-lab.org/documents/1979STATE054819,,Yes,,,,No,,
3939,frus1977-80v18d273,1979STATE054819,history-lab.org/documents/frus1977-80v18d273,history-lab.org/documents/1979STATE054819,,Yes,,,,No,,
3940,frus1969-76ve14p2d64,1974LONDON08366,history-lab.org/documents/frus1969-76ve14p2d64,history-lab.org/documents/1974LONDON08366,,Yes,,,,No,,
3941,frus1969-76v37d247,1979LONDON23874,history-lab.org/documents/frus1969-76v37d247,history-lab.org/documents/1979LONDON23874,,Yes,,,,No,,
3942,frus1977-80v13d191,1979PEKING00162,history-lab.org/documents/frus1977-80v13d191,history-lab.org/documents/1979PEKING00162,,Yes,,,,No,,
3943,frus1977-80v16d43,1977CAPET00166,history-lab.org/documents/frus1977-80v16d43,history-lab.org/documents/1977CAPET00166,,Yes,,,,No,,
3944,frus1969-76v22d29,1974PANAMA00112,history-lab.org/documents/frus1969-76v22d29,history-lab.org/documents/1974PANAMA00112,,Yes,,,,No,,
3945,frus1969-76ve11p1d176,1974GUATEM00903,history-lab.org/documents/frus1969-76ve11p1d176,history-lab.org/documents/1974GUATEM00903,,Yes,,,,No,,
3946,frus1977-80v26d501,1978USUNN02774,history-lab.org/documents/frus1977-80v26d501,history-lab.org/documents/1978USUNN02774,,Yes,,,,No,,
3947,frus1969-76v37d110,1976STATE267997,history-lab.org/documents/frus1969-76v37d110,history-lab.org/documents/1976STATE267997,,Yes,,,,No,,
3948,frus1969-76ve11p2d403,1976STATE267997,history-lab.org/documents/frus1969-76ve11p2d403,history-lab.org/documents/1976STATE267997,,Yes,,,,No,,
3949,frus1977-80v21d143,1979ANKARA06939,history-lab.org/documents/frus1977-80v21d143,history-lab.org/documents/1979ANKARA06939,,Yes,,,,No,,
3950,frus1977-80v08d280,1978CAIRO18056,history-lab.org/documents/frus1977-80v08d280,history-lab.org/documents/1978CAIRO18056,,Yes,,,,No,,
3951,frus1977-80v20d91,1979SOFIA01233,history-lab.org/documents/frus1977-80v20d91,history-lab.org/documents/1979SOFIA01233,,Yes,,,,No,,
3952,frus1969-76ve11p1d273,1973STATE043380,history-lab.org/documents/frus1969-76ve11p1d273,history-lab.org/documents/1973STATE043380,,Yes,,,,No,,
3953,frus1977-80v21d23,1978MOSCOW19342,history-lab.org/documents/frus1977-80v21d23,history-lab.org/documents/1978MOSCOW19342,,Yes,,,,No,,
3954,frus1969-76ve11p1d80,1975STATE158798,history-lab.org/documents/frus1969-76ve11p1d80,history-lab.org/documents/1975STATE158798,,Yes,,,,No,,
3955,frus1969-76ve11p1d232,1976GUATEM06509,history-lab.org/documents/frus1969-76ve11p1d232,history-lab.org/documents/1976GUATEM06509,,Yes,,,,No,,
3956,frus1969-76ve06d76,1974STATE177694,history-lab.org/documents/frus1969-76ve06d76,history-lab.org/documents/1974STATE177694,,Yes,,,,No,,
3957,frus1977-80v26d171,1977GENEVA08586,history-lab.org/documents/frus1977-80v26d171,history-lab.org/documents/1977GENEVA08586,,Yes,,,,No,,
3958,frus1977-80v16d106,1979STATE049690,history-lab.org/documents/frus1977-80v16d106,history-lab.org/documents/1979STATE049690,,Yes,,,,No,,
3959,frus1977-80v08d82,1977STATE197129,history-lab.org/documents/frus1977-80v08d82,history-lab.org/documents/1977STATE197129,,Yes,,,,No,,
3960,frus1977-80v18d291,1979SANA07858,history-lab.org/documents/frus1977-80v18d291,history-lab.org/documents/1979SANA07858,,Yes,,,,No,,
3961,frus1977-80v06d247,1979MOSCOW28119,history-lab.org/documents/frus1977-80v06d247,history-lab.org/documents/1979MOSCOW28119,,Yes,,,,No,,
3962,frus1977-80v30d99,1977STATE256666,history-lab.org/documents/frus1977-80v30d99,history-lab.org/documents/1977STATE256666,,Yes,,,,No,,
3963,frus1969-76ve11p1d116,1973STATE168880,history-lab.org/documents/frus1969-76ve11p1d116,history-lab.org/documents/1973STATE168880,,Yes,,,,No,,
3964,frus1969-76ve15p2d258,1976LONDON20294,history-lab.org/documents/frus1969-76ve15p2d258,history-lab.org/documents/1976LONDON20294,,Yes,,,,No,,
3965,frus1977-80v08d76,1977STATE187207,history-lab.org/documents/frus1977-80v08d76,history-lab.org/documents/1977STATE187207,,Yes,,,,No,,
3966,frus1977-80v02d211,1977STATE080276,history-lab.org/documents/frus1977-80v02d211,history-lab.org/documents/1977STATE080276,,Yes,,,,No,,
3967,frus1969-76ve06d76,1974USUNN02795,history-lab.org/documents/frus1969-76ve06d76,history-lab.org/documents/1974USUNN02795,,Yes,,,,No,,
3968,frus1977-80v26d84,1978GENEVA06458,history-lab.org/documents/frus1977-80v26d84,history-lab.org/documents/1978GENEVA06458,,Yes,,,,No,,
3969,frus1977-80v18d251,1978SANA03926,history-lab.org/documents/frus1977-80v18d251,history-lab.org/documents/1978SANA03926,,Yes,,,,No,,
3970,frus1969-76ve14p2d130,1975MOSCOW04245,history-lab.org/documents/frus1969-76ve14p2d130,history-lab.org/documents/1975MOSCOW04245,,Yes,,,,No,,
3971,frus1977-80v29d72,1977STATE178719,history-lab.org/documents/frus1977-80v29d72,history-lab.org/documents/1977STATE178719,,Yes,,,,No,,
3972,frus1977-80v08d286,1978SECTO09021,history-lab.org/documents/frus1977-80v08d286,history-lab.org/documents/1978SECTO09021,,Yes,,,,No,,
3973,frus1977-80v08d175,1977STATE298039,history-lab.org/documents/frus1977-80v08d175,history-lab.org/documents/1977STATE298039,,Yes,,,,No,,
3974,frus1977-80v16d110,1979CAPET00598,history-lab.org/documents/frus1977-80v16d110,history-lab.org/documents/1979CAPET00598,,Yes,,,,No,,
3975,frus1977-80v28d126,1978STATE003165,history-lab.org/documents/frus1977-80v28d126,history-lab.org/documents/1978STATE003165,,Yes,,,,No,,
3976,frus1969-76ve12d352,1976STATE227040,history-lab.org/documents/frus1969-76ve12d352,history-lab.org/documents/1976STATE227040,,Yes,,,,No,,
3977,frus1977-80v13d45,1977TAIPEI05096,history-lab.org/documents/frus1977-80v13d45,history-lab.org/documents/1977TAIPEI05096,,Yes,,,,No,,
3978,frus1977-80v28d228,1979STATE270359,history-lab.org/documents/frus1977-80v28d228,history-lab.org/documents/1979STATE270359,,Yes,,,,No,,
3979,frus1969-76ve11p1d362,1973GEORGE01032,history-lab.org/documents/frus1969-76ve11p1d362,history-lab.org/documents/1973GEORGE01032,,Yes,,,,No,,
3980,frus1969-76v22d51,1974STATE174065,history-lab.org/documents/frus1969-76v22d51,history-lab.org/documents/1974STATE174065,,Yes,,,,No,,
3981,frus1977-80v06d167,1978SECTO15029,history-lab.org/documents/frus1977-80v06d167,history-lab.org/documents/1978SECTO15029,,Yes,,,,No,,
3982,frus1977-80v13d54,1977TAIPEI05269,history-lab.org/documents/frus1977-80v13d54,history-lab.org/documents/1977TAIPEI05269,,Yes,,,,No,,
3983,frus1977-80v26d187,1978GENEVA01993,history-lab.org/documents/frus1977-80v26d187,history-lab.org/documents/1978GENEVA01993,,Yes,,,,No,,
3984,frus1977-80v13d261,1979BEIJIN05360,history-lab.org/documents/frus1977-80v13d261,history-lab.org/documents/1979BEIJIN05360,,Yes,,,,No,,
3985,frus1969-76v37d86,1975MOSCOW15002,history-lab.org/documents/frus1969-76v37d86,history-lab.org/documents/1975MOSCOW15002,,Yes,,,,No,,
3986,frus1977-80v02d146,1978GENEVA08839,history-lab.org/documents/frus1977-80v02d146,history-lab.org/documents/1978GENEVA08839,,Yes,,,,No,,
3987,frus1969-76ve11p1d190,1974GUATEM06697,history-lab.org/documents/frus1969-76ve11p1d190,history-lab.org/documents/1974GUATEM06697,,Yes,,,,No,,
3988,frus1969-76v22d47,1974PANAMA03750,history-lab.org/documents/frus1969-76v22d47,history-lab.org/documents/1974PANAMA03750,,Yes,,,,No,,
3989,frus1969-76v37d125,1977STATE141244,history-lab.org/documents/frus1969-76v37d125,history-lab.org/documents/1977STATE141244,,Yes,,,,No,,
3990,frus1977-80v13d281,1979HONGK20984,history-lab.org/documents/frus1977-80v13d281,history-lab.org/documents/1979HONGK20984,,Yes,,,,No,,
3991,frus1969-76ve11p2d109,1975STATE046847,history-lab.org/documents/frus1969-76ve11p2d109,history-lab.org/documents/1975STATE046847,,Yes,,,,No,,
3992,frus1977-80v06d145,1978STATE237880,history-lab.org/documents/frus1977-80v06d145,history-lab.org/documents/1978STATE237880,,Yes,,,,No,,
3993,frus1969-76ve11p1d83,1975STATE226951,history-lab.org/documents/frus1969-76ve11p1d83,history-lab.org/documents/1975STATE226951,,Yes,,,,No,,
3994,frus1977-80v21d113,1978ANKARA02351,history-lab.org/documents/frus1977-80v21d113,history-lab.org/documents/1978ANKARA02351,,Yes,,Match,,No,,
3995,frus1977-80v21d178,1978ATHENS04966,history-lab.org/documents/frus1977-80v21d178,history-lab.org/documents/1978ATHENS04966,,Yes,,,,No,,
3996,frus1969-76ve14p2d185,1976MOSCOW05117,history-lab.org/documents/frus1969-76ve14p2d185,history-lab.org/documents/1976MOSCOW05117,,Yes,,,,No,,
3997,frus1977-80v06d108,1978MOSCOW11770,history-lab.org/documents/frus1977-80v06d108,history-lab.org/documents/1978MOSCOW11770,,Yes,,,,No,,
3998,frus1969-76ve11p1d248,1974MANAGU04972,history-lab.org/documents/frus1969-76ve11p1d248,history-lab.org/documents/1974MANAGU04972,,Yes,,,,No,,
3999,frus1977-80v26d80,1978GENEVA01092,history-lab.org/documents/frus1977-80v26d80,history-lab.org/documents/1978GENEVA01092,,Yes,,,,No,,
4000,frus1969-76ve11p1d378,1975GEORGE02172,history-lab.org/documents/frus1969-76ve11p1d378,history-lab.org/documents/1975GEORGE02172,,Yes,,,,No,,
4001,frus1977-80v29d136,1978PANAMA00618,history-lab.org/documents/frus1977-80v29d136,history-lab.org/documents/1978PANAMA00618,,Yes,,,,No,,
4002,frus1969-76ve11p1d379,1975STATE303482,history-lab.org/documents/frus1969-76ve11p1d379,history-lab.org/documents/1975STATE303482,,Yes,,,,No,,
4003,frus1977-80v20d265,1979BELGRA04053,history-lab.org/documents/frus1977-80v20d265,history-lab.org/documents/1979BELGRA04053,,Yes,,,,No,,
4004,frus1977-80v26d474,1977NATO02348,history-lab.org/documents/frus1977-80v26d474,history-lab.org/documents/1977NATO02348,,Yes,,,,No,,
4005,frus1977-80v08d76,1977TELAV05882,history-lab.org/documents/frus1977-80v08d76,history-lab.org/documents/1977TELAV05882,,Yes,,,,No,,
4006,frus1969-76ve11p2d372,1973BOGOTA04042,history-lab.org/documents/frus1969-76ve11p2d372,history-lab.org/documents/1973BOGOTA04042,,Yes,,,,No,,
4007,frus1969-76v22d110,1976STATE014080,history-lab.org/documents/frus1969-76v22d110,history-lab.org/documents/1976STATE014080,,Yes,,,,No,,
4008,frus1977-80v06d111,1978STATE134109,history-lab.org/documents/frus1977-80v06d111,history-lab.org/documents/1978STATE134109,,Yes,,,,No,,
4009,frus1969-76ve11p2d111,1975BRASIL02866,history-lab.org/documents/frus1969-76ve11p2d111,history-lab.org/documents/1975BRASIL02866,,Yes,,,,No,,
4010,frus1977-80v03d93,1977STATE310332,history-lab.org/documents/frus1977-80v03d93,history-lab.org/documents/1977STATE310332,,Yes,,,,No,,
4011,frus1977-80v20d107,1979STATE148769,history-lab.org/documents/frus1977-80v20d107,history-lab.org/documents/1979STATE148769,,Yes,,,,No,,
4012,frus1969-76ve11p2d355,1976MONTEV02722,history-lab.org/documents/frus1969-76ve11p2d355,history-lab.org/documents/1976MONTEV02722,,Yes,,,,No,,
4013,frus1969-76v22d144,1976STATE300581,history-lab.org/documents/frus1969-76v22d144,history-lab.org/documents/1976STATE300581,,Yes,,,,No,,
4014,frus1977-80v20d119,1977STATE241035,history-lab.org/documents/frus1977-80v20d119,history-lab.org/documents/1977STATE241035,,Yes,,,,No,,
4015,frus1969-76ve11p1d213,1975STATE260729,history-lab.org/documents/frus1969-76ve11p1d213,history-lab.org/documents/1975STATE260729,,Yes,,,,No,,
4016,frus1977-80v21d72,1979NICOSI02993,history-lab.org/documents/frus1977-80v21d72,history-lab.org/documents/1979NICOSI02993,,Yes,,,,No,,
4017,frus1969-76ve11p1d379,1975STATE303469,history-lab.org/documents/frus1969-76ve11p1d379,history-lab.org/documents/1975STATE303469,,Yes,,,,No,,
4018,frus1977-80v06d217,1979STATE227407_2,history-lab.org/documents/frus1977-80v06d217,history-lab.org/documents/1979STATE227407_2,,Yes,,,,No,,
4019,frus1977-80v20d85,1977SOFIA01630,history-lab.org/documents/frus1977-80v20d85,history-lab.org/documents/1977SOFIA01630,,Yes,,,,No,,
4020,frus1969-76ve11p2d58,1976STATE262786,history-lab.org/documents/frus1969-76ve11p2d58,history-lab.org/documents/1976STATE262786,,Yes,,,,No,,
4021,frus1977-80v01d16,1977BRUSSE00660,history-lab.org/documents/frus1977-80v01d16,history-lab.org/documents/1977BRUSSE00660,,Yes,,,,No,,
4022,frus1977-80v26d308,1979LONDON11183,history-lab.org/documents/frus1977-80v26d308,history-lab.org/documents/1979LONDON11183,,Yes,,,,No,,
4023,frus1969-76ve11p1d463,1976BRIDGE00866,history-lab.org/documents/frus1969-76ve11p1d463,history-lab.org/documents/1976BRIDGE00866,,Yes,,,,No,,
4024,frus1977-80v26d450,1979MEXICO12955,history-lab.org/documents/frus1977-80v26d450,history-lab.org/documents/1979MEXICO12955,,Yes,,,,No,,
4025,frus1977-80v21d193,1979STATE256231,history-lab.org/documents/frus1977-80v21d193,history-lab.org/documents/1979STATE256231,,Yes,,,,No,,
4026,frus1969-76ve09p1d51,1976STATE100366,history-lab.org/documents/frus1969-76ve09p1d51,history-lab.org/documents/1976STATE100366,,Yes,,,,No,,
4027,frus1977-80v26d99,1979GENEVA06663,history-lab.org/documents/frus1977-80v26d99,history-lab.org/documents/1979GENEVA06663,,Yes,,,,No,,
4028,frus1969-76ve15p2d186,1974REYKJA01209,history-lab.org/documents/frus1969-76ve15p2d186,history-lab.org/documents/1974REYKJA01209,,Yes,,,,No,,
4029,frus1977-80v21d141,1979SECTO04118,history-lab.org/documents/frus1977-80v21d141,history-lab.org/documents/1979SECTO04118,,Yes,,,,No,,
4030,frus1977-80v26d455,1979BRASIL08069,history-lab.org/documents/frus1977-80v26d455,history-lab.org/documents/1979BRASIL08069,,Yes,,,,No,,
4031,frus1969-76ve11p2d343,1975STATE295966,history-lab.org/documents/frus1969-76ve11p2d343,history-lab.org/documents/1975STATE295966,,Yes,,,,No,,
4032,frus1969-76v38p1d24,1973LONDON14609,history-lab.org/documents/frus1969-76v38p1d24,history-lab.org/documents/1973LONDON14609,,Yes,,,,No,,
4033,frus1977-80v16d323,1977STATE282050,history-lab.org/documents/frus1977-80v16d323,history-lab.org/documents/1977STATE282050,,Yes,,,,No,,
4034,frus1977-80v16d323,1977STATE288049,history-lab.org/documents/frus1977-80v16d323,history-lab.org/documents/1977STATE288049,,Yes,,,,No,,
4035,frus1977-80v26d333,1977BONN05585,history-lab.org/documents/frus1977-80v26d333,history-lab.org/documents/1977BONN05585,,Yes,,,,No,,
4036,frus1977-80v08d175,1977SECTO12126,history-lab.org/documents/frus1977-80v08d175,history-lab.org/documents/1977SECTO12126,,Yes,,,,No,,
4037,frus1977-80v16d178,1977STATE290412,history-lab.org/documents/frus1977-80v16d178,history-lab.org/documents/1977STATE290412,,Yes,,,,No,,
4038,frus1977-80v13d275,1979BEIJIN06617,history-lab.org/documents/frus1977-80v13d275,history-lab.org/documents/1979BEIJIN06617,,Yes,,,,No,,
4039,frus1977-80v18d285,1979STATE211437,history-lab.org/documents/frus1977-80v18d285,history-lab.org/documents/1979STATE211437,,Yes,,,,No,,
4040,frus1977-80v21d65,1979USUNN01594,history-lab.org/documents/frus1977-80v21d65,history-lab.org/documents/1979USUNN01594,,Yes,,,,No,,
4041,frus1969-76ve11p1d75,1975MEXICO00097,history-lab.org/documents/frus1969-76ve11p1d75,history-lab.org/documents/1975MEXICO00097,,Yes,,,,No,,
4042,frus1977-80v29d80,1977PANAMA05731,history-lab.org/documents/frus1977-80v29d80,history-lab.org/documents/1977PANAMA05731,,Yes,,,,No,,
4043,frus1977-80v06d37,1977STATE159579,history-lab.org/documents/frus1977-80v06d37,history-lab.org/documents/1977STATE159579,,Yes,,,,No,,
4044,frus1977-80v03d93,1977SECTO13016,history-lab.org/documents/frus1977-80v03d93,history-lab.org/documents/1977SECTO13016,,Yes,,,,No,,
4045,frus1977-80v16d95,1978SECTO12036,history-lab.org/documents/frus1977-80v16d95,history-lab.org/documents/1978SECTO12036,,Yes,,,,No,,
4046,frus1977-80v02d262,1979ROME33459,history-lab.org/documents/frus1977-80v02d262,history-lab.org/documents/1979ROME33459,,Yes,,,,No,,
4047,frus1977-80v02d327,1979STATE138588,history-lab.org/documents/frus1977-80v02d327,history-lab.org/documents/1979STATE138588,,Yes,,,,No,,
4048,frus1977-80v06d229,1979STATE274438,history-lab.org/documents/frus1977-80v06d229,history-lab.org/documents/1979STATE274438,,Yes,,,,No,,
4049,frus1969-76ve11p1d379,1975GEORGE02196,history-lab.org/documents/frus1969-76ve11p1d379,history-lab.org/documents/1975GEORGE02196,,Yes,,,,No,,
4050,frus1977-80v16d62,1977USUNN02003,history-lab.org/documents/frus1977-80v16d62,history-lab.org/documents/1977USUNN02003,,Yes,,,,No,,
4051,frus1977-80v16d355,1979STATE085899,history-lab.org/documents/frus1977-80v16d355,history-lab.org/documents/1979STATE085899,,Yes,,,,No,,
4052,frus1977-80v30d151,1978STATE244085,history-lab.org/documents/frus1977-80v30d151,history-lab.org/documents/1978STATE244085,,Yes,,,,No,,
4053,frus1969-76ve11p1d291,1974STATE279669,history-lab.org/documents/frus1969-76ve11p1d291,history-lab.org/documents/1974STATE279669,,Yes,,,,No,,
4054,frus1977-80v08d185,1978STATE001996,history-lab.org/documents/frus1977-80v08d185,history-lab.org/documents/1978STATE001996,,Yes,,,,No,,
4055,frus1977-80v26d402,1977STATE032669,history-lab.org/documents/frus1977-80v26d402,history-lab.org/documents/1977STATE032669,,Yes,,,,No,,
4056,frus1969-76ve11p1d114,1973SANJO02196,history-lab.org/documents/frus1969-76ve11p1d114,history-lab.org/documents/1973SANJO02196,,Yes,,,,No,,
4057,frus1977-80v16d272,1977STATE085992,history-lab.org/documents/frus1977-80v16d272,history-lab.org/documents/1977STATE085992,,Yes,,,,No,,
4058,frus1969-76ve11p1d449,1974NASSAU01369,history-lab.org/documents/frus1969-76ve11p1d449,history-lab.org/documents/1974NASSAU01369,,Yes,,,,No,,
4059,frus1977-80v29d161,1978STATE076845,history-lab.org/documents/frus1977-80v29d161,history-lab.org/documents/1978STATE076845,,Yes,,,,No,,
4060,frus1969-76ve11p1d250,1975MANAGU00568,history-lab.org/documents/frus1969-76ve11p1d250,history-lab.org/documents/1975MANAGU00568,,Yes,,,,No,,
4061,frus1977-80v16d366,1979PRETOR09782,history-lab.org/documents/frus1977-80v16d366,history-lab.org/documents/1979PRETOR09782,,Yes,,,,No,,
4062,frus1969-76ve11p2d269,1975STATE222598,history-lab.org/documents/frus1969-76ve11p2d269,history-lab.org/documents/1975STATE222598,,Yes,,,,No,,
4063,frus1977-80v26d39,1979BERN00453,history-lab.org/documents/frus1977-80v26d39,history-lab.org/documents/1979BERN00453,,Yes,,Match,,No,,wp2224
4064,frus1977-80v16d109,1979STATE064211,history-lab.org/documents/frus1977-80v16d109,history-lab.org/documents/1979STATE064211,,Yes,,Match,,No,,wp2224
4065,frus1977-80v16d165,1977STATE192509,history-lab.org/documents/frus1977-80v16d165,history-lab.org/documents/1977STATE192509,,Yes,,Match,,No,,wp2224
4066,frus1969-76ve11p1d142,1976STATE115504,history-lab.org/documents/frus1969-76ve11p1d142,history-lab.org/documents/1976STATE115504,,Yes,,Match,,No,,wp2224
4067,frus1969-76ve11p1d344,1974SANTO03959,history-lab.org/documents/frus1969-76ve11p1d344,history-lab.org/documents/1974SANTO03959,,Yes,,Match,,No,,wp2224
4068,frus1969-76ve11p1d363,1973GEORGE01062,history-lab.org/documents/frus1969-76ve11p1d363,history-lab.org/documents/1973GEORGE01062,,Yes,,Match,,No,,wp2224
4069,frus1977-80v06d246,1979MOSCOW28030,history-lab.org/documents/frus1977-80v06d246,history-lab.org/documents/1979MOSCOW28030,,Yes,,Match,,No,,wp2224
